DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Czechia,2019,3606,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Czechia,2020,3410,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Czechia,2022,3361,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,1992,17988,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,1993,17201,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,1994,16534,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,1995,16274,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,1996,20867,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,1997,21175,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,1999,22193,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2000,22359,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2001,22091,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2002,21405,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2003,20869,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2004,20994,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2005,19978,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2006,19106,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2007,18132,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2008,17259,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2009,16174,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2010,15965,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2011,15655,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2012,15469,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2014,15838,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2015,16368,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2016,16790,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2017,17643,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2018,17652,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2020,18655,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2022,19675,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany,2023,20499,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,1999,22193,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2000,22359,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2001,22091,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2002,21405,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2003,20869,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2004,20994,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2005,19978,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2006,19106,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2007,18132,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2008,17259,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2009,16174,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2010,15965,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2011,15655,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2012,15469,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2013,15452,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2014,15838,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2015,16368,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2016,16790,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2017,17643,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2018,17652,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Germany including former GDR,2023,20499,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,1992,2158,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,1994,2109,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,1995,2292,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,1996,2444,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,1997,2382,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,1998,2403,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,1999,2619,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,2000,2517,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,2001,2668,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,2002,2753,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,2003,2809,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,2004,2630,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,2005,2604,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,2006,2373,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,2013,2162,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Denmark,2014,2045,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,1995,2305,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,1996,2456,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,1997,2329,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,1998,2206,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,1999,1981,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2007,1333,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2008,1325,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2009,1195,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2010,1112,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2011,1051,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2012,975,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2013,971,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2014,900,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2015,833,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2016,795,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2017,752,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2018,734,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2019,717,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2020,678,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2021,673,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Estonia,2022,719,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,1990,4982,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,1991,5346,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,1992,5909,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,1993,5815,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,1994,6259,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,1995,6259,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,1996,6781,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,1997,6496,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,1998,6871,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,1999,7310,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2000,7810,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2001,8654,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2002,9507,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2003,9948,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2004,10572,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2005,11359,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2006,13037,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2007,14054,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2008,14944,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2009,15318,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2010,16204,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2011,17918,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2012,17389,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2013,18230,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2015,17117,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2017,17037,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2018,16953,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2019,17331,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2020,15738,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2021,16187,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2022,16454,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Spain,2023,16697,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1982,1703,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1983,1778,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1984,1951,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1985,2000,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1986,1882,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1987,1723,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1988,1376,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1989,1620,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1990,1501,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1991,1548,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1993,1388,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1995,1291,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1996,1406,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1997,1377,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1998,1510,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,1999,1443,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2000,1467,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2001,1397,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2002,1402,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2003,1455,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2004,1404,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2005,1364,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2006,1322,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2007,1228,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2008,1154,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2009,1091,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2010,1170,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2011,1154,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2012,1138,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2013,1254,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2014,1210,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2015,1205,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2016,1266,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2017,1303,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2018,1227,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2019,1301,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2020,1296,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2021,1243,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2022,1211,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Finland,2023,1280,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,1990,29249,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,1991,29684,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,1992,28365,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,1993,28697,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,1994,28641,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,1995,27351,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,1996,28824,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,1997,29683,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,1998,30421,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,1999,30911,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2001,31408,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2002,31496,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2003,30686,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2004,31599,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2005,30270,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2007,31698,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2014,30877,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2015,30988,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2016,31593,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2017,32759,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2018,35419,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2019,37877,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2020,35861,b,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2021,36731,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,France,2022,38430,p,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,1990,28320,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,1991,28657,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,1992,27361,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,1993,27494,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,1994,27451,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,1995,25999,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,1996,27117,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,1997,27917,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,1998,28595,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,1999,29057,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,2001,29321,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,2002,29365,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,2003,28621,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,2004,29706,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,2005,28407,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Metropolitan France,2007,29851,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2006,2147,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2007,2869,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2011,3923,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2013,6412,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2015,5260,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2016,4743,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2017,4637,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2018,4304,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2020,4056,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2021,3757,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2022,3630,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Georgia,2023,3325,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,1997,2185,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,1998,1977,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,1999,1764,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,2001,1447,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,2002,1408,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,2003,1273,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,2004,1091,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,2006,922,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,2007,926,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,2008,887,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 35 to 39 years,Croatia,2009,898,,
