,country,iso,yearstart,yearend,region,subregion,numberofabortions,abortionrate,perc_p_ending_in_a,spontaneous,datatype,datasource,complete,classification,modelused,marriedonly,notes
1741,Kyrgyzstan,417.0,2011,2011,Central and Southern Asia,South-central Asia,23728.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
1742,Kyrgyzstan,417.0,2009,2012,Central and Southern Asia,South-central Asia,,21.0,,No,Survey,2012 Kyrgyz Republic DHS,,,Yes,All women,
1743,Kyrgyzstan,417.0,2012,2012,Central and Southern Asia,South-central Asia,14480.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
1744,Kyrgyzstan,417.0,2012,2012,Central and Southern Asia,South-central Asia,23547.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
1745,Kyrgyzstan,417.0,2012,2012,Central and Southern Asia,South-central Asia,,15.5,,No,Official Statistics,National Statistical Committee of the Kyrgyz Republic,Incomplete,Acknowledged incomplete,Yes,,
1746,Kyrgyzstan,417.0,2012,2012,Central and Southern Asia,South-central Asia,14413.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
1747,Kyrgyzstan,417.0,2013,2013,Central and Southern Asia,South-central Asia,12695.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
1748,Kyrgyzstan,417.0,2013,2013,Central and Southern Asia,South-central Asia,12697.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
1749,Kyrgyzstan,417.0,2013,2013,Central and Southern Asia,South-central Asia,,14.1,,No,Official Statistics,National Statistical Committee of the Kyrgyz Republic,Incomplete,Acknowledged incomplete,Yes,,
1750,Kyrgyzstan,417.0,2013,2013,Central and Southern Asia,South-central Asia,21673.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
1751,Kyrgyzstan,417.0,2014,2014,Central and Southern Asia,South-central Asia,14238.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
1752,Kyrgyzstan,417.0,2014,2014,Central and Southern Asia,South-central Asia,,15.8,,No,Official Statistics,National Statistical Committee of the Kyrgyz Republic,Incomplete,Acknowledged incomplete,Yes,,
1753,Kyrgyzstan,417.0,2014,2014,Central and Southern Asia,South-central Asia,24456.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
1754,Kyrgyzstan,417.0,2015,2015,Central and Southern Asia,South-central Asia,22084.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
1755,Kyrgyzstan,417.0,2015,2015,Central and Southern Asia,South-central Asia,13347.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
1756,Kyrgyzstan,417.0,2016,2016,Central and Southern Asia,South-central Asia,11543.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
1757,Kyrgyzstan,417.0,2016,2016,Central and Southern Asia,South-central Asia,20783.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
1758,Kyrgyzstan,417.0,2017,2017,Central and Southern Asia,South-central Asia,9705.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
1759,Kyrgyzstan,417.0,2017,2017,Central and Southern Asia,South-central Asia,19486.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
1760,Latvia,428.0,1990,1990,Europe and Northern America,Northern Europe,44559.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1761,Latvia,428.0,1990,1990,Europe and Northern America,Northern Europe,48995.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1762,Latvia,428.0,1991,1991,Europe and Northern America,Northern Europe,37378.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1763,Latvia,428.0,1991,1991,Europe and Northern America,Northern Europe,44886.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1764,Latvia,428.0,1992,1992,Europe and Northern America,Northern Europe,33084.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1765,Latvia,428.0,1992,1992,Europe and Northern America,Northern Europe,40494.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1766,Latvia,428.0,1993,1993,Europe and Northern America,Northern Europe,29981.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1767,Latvia,428.0,1993,1993,Europe and Northern America,Northern Europe,31348.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1768,Latvia,428.0,1994,1994,Europe and Northern America,Northern Europe,25570.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1769,Latvia,428.0,1994,1994,Europe and Northern America,Northern Europe,26795.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1770,Latvia,428.0,1995,1995,Europe and Northern America,Northern Europe,24700.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1771,Latvia,428.0,1995,1995,Europe and Northern America,Northern Europe,25933.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1772,Latvia,428.0,1996,1996,Europe and Northern America,Northern Europe,24227.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
1773,Latvia,428.0,1996,1996,Europe and Northern America,Northern Europe,24227.0,,,No,Official Statistics,UNSD,Complete,,,,
1774,Latvia,428.0,1997,1997,Europe and Northern America,Northern Europe,21768.0,,,No,Official Statistics,UNSD,Complete,,,,
1775,Latvia,428.0,1997,1997,Europe and Northern America,Northern Europe,21768.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
1776,Latvia,428.0,1998,1998,Europe and Northern America,Northern Europe,19964.0,,,No,Official Statistics,UNSD,Complete,,,,
1777,Latvia,428.0,1998,1998,Europe and Northern America,Northern Europe,19964.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
1778,Latvia,428.0,1999,1999,Europe and Northern America,Northern Europe,18031.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
1779,Latvia,428.0,1999,1999,Europe and Northern America,Northern Europe,18031.0,,,No,Official Statistics,UNSD,Complete,,,,
1780,Latvia,428.0,2000,2000,Europe and Northern America,Northern Europe,17240.0,,,No,Official Statistics,UNSD,Complete,,,,
1781,Latvia,428.0,2000,2000,Europe and Northern America,Northern Europe,17240.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
1782,Latvia,428.0,2001,2001,Europe and Northern America,Northern Europe,15647.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
1783,Latvia,428.0,2001,2001,Europe and Northern America,Northern Europe,15647.0,,,No,Official Statistics,UNSD,Complete,,,,
1784,Latvia,428.0,2002,2002,Europe and Northern America,Northern Europe,14685.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
1785,Latvia,428.0,2002,2002,Europe and Northern America,Northern Europe,14685.0,,,No,Official Statistics,UNSD,Complete,,,,
1786,Latvia,428.0,2003,2003,Europe and Northern America,Northern Europe,14508.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
1787,Latvia,428.0,2003,2003,Europe and Northern America,Northern Europe,14508.0,,,No,Official Statistics,UNSD,Complete,,,,
1788,Latvia,428.0,2003,2003,Europe and Northern America,Northern Europe,14508.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1789,Latvia,428.0,2004,2004,Europe and Northern America,Northern Europe,13723.0,,,No,Official Statistics,UNSD,Complete,,,,
1790,Latvia,428.0,2004,2004,Europe and Northern America,Northern Europe,13723.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
1791,Latvia,428.0,2005,2005,Europe and Northern America,Northern Europe,12785.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1792,Latvia,428.0,2005,2005,Europe and Northern America,Northern Europe,12785.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1793,Latvia,428.0,2005,2005,Europe and Northern America,Northern Europe,12785.0,,,No,Official Statistics,UNSD,Complete,,,,
1794,Latvia,428.0,2006,2006,Europe and Northern America,Northern Europe,11825.0,,,No,Official Statistics,UNSD,Complete,,,,
1795,Latvia,428.0,2006,2006,Europe and Northern America,Northern Europe,11825.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1796,Latvia,428.0,2007,2007,Europe and Northern America,Northern Europe,11814.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1797,Latvia,428.0,2007,2007,Europe and Northern America,Northern Europe,11814.0,,,No,Official Statistics,UNSD,Complete,,,,
1798,Latvia,428.0,2006,2007,Europe and Northern America,Northern Europe,11825.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1799,Latvia,428.0,2007,2007,Europe and Northern America,Northern Europe,11814.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1800,Latvia,428.0,2008,2008,Europe and Northern America,Northern Europe,10425.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1801,Latvia,428.0,2008,2008,Europe and Northern America,Northern Europe,10425.0,,,No,Official Statistics,UNSD,Complete,,,,
1802,Latvia,428.0,2008,2008,Europe and Northern America,Northern Europe,10424.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1803,Latvia,428.0,2008,2008,Europe and Northern America,Northern Europe,10425.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1804,Latvia,428.0,2009,2009,Europe and Northern America,Northern Europe,8876.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1805,Latvia,428.0,2009,2009,Europe and Northern America,Northern Europe,8881.0,,,No,Official Statistics,UNSD,Complete,,,,
1806,Latvia,428.0,2009,2009,Europe and Northern America,Northern Europe,8881.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1807,Latvia,428.0,2010,2010,Europe and Northern America,Northern Europe,7443.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1808,Latvia,428.0,2010,2010,Europe and Northern America,Northern Europe,7443.0,,,No,Official Statistics,UNSD,Complete,,,,
1809,Latvia,428.0,2010,2010,Europe and Northern America,Northern Europe,7443.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1810,Latvia,428.0,2011,2011,Europe and Northern America,Northern Europe,7089.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1811,Latvia,428.0,2011,2011,Europe and Northern America,Northern Europe,7089.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1812,Latvia,428.0,2011,2011,Europe and Northern America,Northern Europe,7089.0,,,No,Official Statistics,UNSD,Complete,,,,
1813,Latvia,428.0,2012,2012,Europe and Northern America,Northern Europe,6191.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1814,Latvia,428.0,2012,2012,Europe and Northern America,Northern Europe,6197.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1815,Latvia,428.0,2012,2012,Europe and Northern America,Northern Europe,6191.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1816,Latvia,428.0,2012,2012,Europe and Northern America,Northern Europe,6197.0,,,No,Official Statistics,UNSD,Complete,,,,
1817,Latvia,428.0,2013,2013,Europe and Northern America,Northern Europe,5557.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1818,Latvia,428.0,2013,2013,Europe and Northern America,Northern Europe,5552.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1819,Latvia,428.0,2013,2013,Europe and Northern America,Northern Europe,5552.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1820,Latvia,428.0,2013,2013,Europe and Northern America,Northern Europe,5557.0,,,No,Official Statistics,UNSD,Complete,,,,
1821,Latvia,428.0,2014,2014,Europe and Northern America,Northern Europe,5318.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1822,Latvia,428.0,2014,2014,Europe and Northern America,Northern Europe,5311.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1823,Latvia,428.0,2014,2014,Europe and Northern America,Northern Europe,5318.0,,,No,Official Statistics,UNSD,Complete,,,,
1824,Latvia,428.0,2015,2015,Europe and Northern America,Northern Europe,4802.0,,,No,Official Statistics,UNSD,Complete,,,,
1825,Latvia,428.0,2015,2015,Europe and Northern America,Northern Europe,4801.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1826,Latvia,428.0,2015,2015,Europe and Northern America,Northern Europe,4802.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1827,Latvia,428.0,2016,2016,Europe and Northern America,Northern Europe,4366.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1828,Latvia,428.0,2016,2016,Europe and Northern America,Northern Europe,4366.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1829,Latvia,428.0,2016,2016,Europe and Northern America,Northern Europe,4366.0,,,No,Official Statistics,UNSD,Complete,,,,
1830,Latvia,428.0,2017,2017,Europe and Northern America,Northern Europe,3917.0,,,No,Official Statistics,Central Statistical Bureau of Latvia,Complete,,Yes,,
1831,Lithuania,440.0,1990,1990,Europe and Northern America,Northern Europe,27504.0,,,No,Official Statistics,Henshaw 2001,Incomplete,Outlier,,,
1832,Lithuania,440.0,1990,1990,Europe and Northern America,Northern Europe,27504.0,,,No,Official Statistics,UNSD,Incomplete,Outlier,Yes,,
1833,Lithuania,440.0,1991,1991,Europe and Northern America,Northern Europe,40439.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1834,Lithuania,440.0,1991,1991,Europe and Northern America,Northern Europe,40765.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1835,Lithuania,440.0,1992,1992,Europe and Northern America,Northern Europe,40947.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1836,Lithuania,440.0,1992,1992,Europe and Northern America,Northern Europe,40516.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1837,Lithuania,440.0,1993,1993,Europe and Northern America,Northern Europe,38864.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1838,Lithuania,440.0,1993,1993,Europe and Northern America,Northern Europe,35206.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1839,Lithuania,440.0,1994,1994,Europe and Northern America,Northern Europe,30355.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1840,Lithuania,440.0,1994,1994,Europe and Northern America,Northern Europe,30326.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1841,Lithuania,440.0,1995,1995,Europe and Northern America,Northern Europe,31278.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1842,Lithuania,440.0,1995,1995,Europe and Northern America,Northern Europe,31300.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
1843,Lithuania,440.0,1996,1996,Europe and Northern America,Northern Europe,27832.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
1844,Lithuania,440.0,1996,1996,Europe and Northern America,Northern Europe,27832.0,,,No,Official Statistics,UNSD,Complete,,,,
1845,Lithuania,440.0,1997,1997,Europe and Northern America,Northern Europe,22680.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1846,Lithuania,440.0,1997,1997,Europe and Northern America,Northern Europe,22680.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1847,Lithuania,440.0,1997,1997,Europe and Northern America,Northern Europe,22680.0,,,No,Official Statistics,UNSD,Complete,,,,
1848,Lithuania,440.0,1998,1998,Europe and Northern America,Northern Europe,21022.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1849,Lithuania,440.0,1998,1998,Europe and Northern America,Northern Europe,21022.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1850,Lithuania,440.0,1998,1998,Europe and Northern America,Northern Europe,21022.0,,,No,Official Statistics,UNSD,Complete,,,,
1851,Lithuania,440.0,1999,1999,Europe and Northern America,Northern Europe,18846.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1852,Lithuania,440.0,1999,1999,Europe and Northern America,Northern Europe,18846.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1853,Lithuania,440.0,1999,1999,Europe and Northern America,Northern Europe,18846.0,,,No,Official Statistics,UNSD,Complete,,,,
1854,Lithuania,440.0,2000,2000,Europe and Northern America,Northern Europe,16259.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1855,Lithuania,440.0,2000,2000,Europe and Northern America,Northern Europe,16259.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1856,Lithuania,440.0,2000,2000,Europe and Northern America,Northern Europe,16259.0,,,No,Official Statistics,UNSD,Complete,,,,
1857,Lithuania,440.0,2001,2001,Europe and Northern America,Northern Europe,13677.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1858,Lithuania,440.0,2001,2001,Europe and Northern America,Northern Europe,13677.0,,,No,Official Statistics,UNSD,Complete,,,,
1859,Lithuania,440.0,2001,2001,Europe and Northern America,Northern Europe,13677.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1860,Lithuania,440.0,2002,2002,Europe and Northern America,Northern Europe,12495.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1861,Lithuania,440.0,2002,2002,Europe and Northern America,Northern Europe,12495.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1862,Lithuania,440.0,2002,2002,Europe and Northern America,Northern Europe,12495.0,,,No,Official Statistics,UNSD,Complete,,,,
1863,Lithuania,440.0,2003,2003,Europe and Northern America,Northern Europe,11513.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1864,Lithuania,440.0,2003,2003,Europe and Northern America,Northern Europe,11513.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1865,Lithuania,440.0,2003,2003,Europe and Northern America,Northern Europe,11513.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1866,Lithuania,440.0,2003,2003,Europe and Northern America,Northern Europe,11513.0,,,No,Official Statistics,UNSD,Complete,,,,
1867,Lithuania,440.0,2004,2004,Europe and Northern America,Northern Europe,10644.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1868,Lithuania,440.0,2004,2004,Europe and Northern America,Northern Europe,10644.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1869,Lithuania,440.0,2004,2004,Europe and Northern America,Northern Europe,10644.0,,,No,Official Statistics,UNSD,Complete,,,,
1870,Lithuania,440.0,2005,2005,Europe and Northern America,Northern Europe,9972.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1871,Lithuania,440.0,2005,2005,Europe and Northern America,Northern Europe,9972.0,,,No,Official Statistics,UNSD,Complete,,,,
1872,Lithuania,440.0,2005,2005,Europe and Northern America,Northern Europe,9972.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1873,Lithuania,440.0,2006,2006,Europe and Northern America,Northern Europe,9536.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1874,Lithuania,440.0,2006,2006,Europe and Northern America,Northern Europe,9536.0,,,No,Official Statistics,UNSD,Complete,,,,
1875,Lithuania,440.0,2006,2006,Europe and Northern America,Northern Europe,9536.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1876,Lithuania,440.0,2007,2007,Europe and Northern America,Northern Europe,9596.0,,,No,Official Statistics,UNSD,Complete,,,,
1877,Lithuania,440.0,2007,2007,Europe and Northern America,Northern Europe,9596.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1878,Lithuania,440.0,2007,2007,Europe and Northern America,Northern Europe,9596.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1879,Lithuania,440.0,2008,2008,Europe and Northern America,Northern Europe,9031.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1880,Lithuania,440.0,2008,2008,Europe and Northern America,Northern Europe,9031.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1881,Lithuania,440.0,2008,2008,Europe and Northern America,Northern Europe,9031.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1882,Lithuania,440.0,2008,2008,Europe and Northern America,Northern Europe,9031.0,,,No,Official Statistics,UNSD,Complete,,,,
1883,Lithuania,440.0,2009,2009,Europe and Northern America,Northern Europe,8024.0,,,No,Official Statistics,UNSD,Complete,,,,
1884,Lithuania,440.0,2009,2009,Europe and Northern America,Northern Europe,8024.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1885,Lithuania,440.0,2009,2009,Europe and Northern America,Northern Europe,8024.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1886,Lithuania,440.0,2010,2010,Europe and Northern America,Northern Europe,6989.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1887,Lithuania,440.0,2010,2010,Europe and Northern America,Northern Europe,6989.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1888,Lithuania,440.0,2010,2010,Europe and Northern America,Northern Europe,6989.0,,,No,Official Statistics,UNSD,Complete,,,,
1889,Lithuania,440.0,2011,2011,Europe and Northern America,Northern Europe,6205.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1890,Lithuania,440.0,2011,2011,Europe and Northern America,Northern Europe,6205.0,,,No,Official Statistics,UNSD,Complete,,,,
1891,Lithuania,440.0,2011,2011,Europe and Northern America,Northern Europe,6205.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1892,Lithuania,440.0,2012,2012,Europe and Northern America,Northern Europe,6033.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1893,Lithuania,440.0,2012,2012,Europe and Northern America,Northern Europe,6033.0,,,No,Official Statistics,UNSD,Complete,,,,
1894,Lithuania,440.0,2012,2012,Europe and Northern America,Northern Europe,6033.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1895,Lithuania,440.0,2012,2012,Europe and Northern America,Northern Europe,6033.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1896,Lithuania,440.0,2013,2013,Europe and Northern America,Northern Europe,5353.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1897,Lithuania,440.0,2013,2013,Europe and Northern America,Northern Europe,5353.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1898,Lithuania,440.0,2013,2013,Europe and Northern America,Northern Europe,5353.0,,,No,Official Statistics,UNSD,Complete,,,,
1899,Lithuania,440.0,2013,2013,Europe and Northern America,Northern Europe,5353.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1900,Lithuania,440.0,2014,2014,Europe and Northern America,Northern Europe,5231.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1901,Lithuania,440.0,2014,2014,Europe and Northern America,Northern Europe,5231.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1902,Lithuania,440.0,2014,2014,Europe and Northern America,Northern Europe,5231.0,,,No,Official Statistics,UNSD,Complete,,,,
1903,Lithuania,440.0,2015,2015,Europe and Northern America,Northern Europe,4735.0,,,No,Official Statistics,UNSD,Complete,,,,
1904,Lithuania,440.0,2015,2015,Europe and Northern America,Northern Europe,4735.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1905,Lithuania,440.0,2015,2015,Europe and Northern America,Northern Europe,4735.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1906,Lithuania,440.0,2016,2016,Europe and Northern America,Northern Europe,4502.0,,,No,Official Statistics,Health Information Centre of Institute of Hygiene,Complete,,Yes,,
1907,Lithuania,440.0,2016,2016,Europe and Northern America,Northern Europe,4502.0,,,No,Official Statistics,UNSD,Complete,,,,
1908,Lithuania,440.0,2016,2016,Europe and Northern America,Northern Europe,4502.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1909,Lithuania,440.0,2017,2017,Europe and Northern America,Northern Europe,4294.0,,,No,Official Statistics,Lithuania Institute of Hygiene,Complete,,Yes,,
1910,Lithuania,440.0,2017,2017,Europe and Northern America,Northern Europe,4294.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
1911,Malawi,454.0,2009,2009,Sub-Saharan Africa,Eastern Africa,67270.0,23.3,,No,Study,Levandowski et al 2013,,,Yes,All women,
1912,Malawi,454.0,2015,2015,Sub-Saharan Africa,Eastern Africa,141044.0,38.0,,No,Study,Polis et al 2017,,,Yes,All women,
1913,Martinique,474.0,1999,1999,Latin America,Caribbean,2529.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1914,Martinique,474.0,2000,2000,Latin America,Caribbean,2627.0,,,No,Official Statistics,UNSD,Complete,,Yes,,
1915,Martinique,474.0,2001,2001,Latin America,Caribbean,2502.0,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
1916,Martinique,474.0,2001,2001,Latin America,Caribbean,2502.0,,,No,Official Statistics,UNSD,Complete,,,,
1917,Martinique,474.0,2002,2002,Latin America,Caribbean,2614.0,,,No,Official Statistics,UNSD,Complete,,,,
1918,Martinique,474.0,2002,2002,Latin America,Caribbean,2606.0,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
1919,Martinique,474.0,2003,2003,Latin America,Caribbean,2394.0,,,No,Official Statistics,UNSD,Complete,,,,
1920,Martinique,474.0,2003,2003,Latin America,Caribbean,2382.0,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
1921,Martinique,474.0,2004,2004,Latin America,Caribbean,2426.0,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
1922,Martinique,474.0,2004,2004,Latin America,Caribbean,2426.0,,,No,Official Statistics,UNSD,Complete,,,,
1923,Martinique,474.0,2005,2005,Latin America,Caribbean,2304.0,,,No,Official Statistics,UNSD,Complete,,,,
1924,Martinique,474.0,2005,2005,Latin America,Caribbean,2289.0,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
1925,Martinique,474.0,2006,2006,Latin America,Caribbean,2392.0,,,No,Official Statistics,UNSD,Complete,,,,
1926,Martinique,474.0,2006,2006,Latin America,Caribbean,2392.0,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
1927,Martinique,474.0,2007,2007,Latin America,Caribbean,2458.0,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
