DATAFLOW,LAST UPDATE,freq,unit,age,ord_brth,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 27 countries (from 2020),2015,233762,bep,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 27 countries (from 2020),2016,238660,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 27 countries (from 2020),2017,237532,bep,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 27 countries (from 2020),2018,233845,be,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 27 countries (from 2020),2019,231187,bep,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 27 countries (from 2020),2020,229169,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 27 countries (from 2020),2021,237257,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 27 countries (from 2020),2022,224911,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 27 countries (from 2020),2023,218076,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 28 countries (2013-2020),2014,267168,e,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 28 countries (2013-2020),2015,273949,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 28 countries (2013-2020),2016,279036,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 28 countries (2013-2020),2017,276473,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,European Union - 28 countries (2013-2020),2018,272182,be,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Finland,2014,2837,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Finland,2015,2744,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Finland,2016,2608,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Finland,2017,2541,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Finland,2018,2618,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Finland,2019,2606,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Finland,2020,2589,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Finland,2021,2781,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Finland,2022,2541,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Finland,2023,2580,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,France,2014,36820,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,France,2015,38648,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,France,2016,38969,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,France,2017,38945,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,France,2018,38078,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,France,2019,37691,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,France,2020,38375,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,France,2021,40580,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,France,2022,39405,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,France,2023,37614,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Georgia,2014,1431,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Georgia,2015,1474,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Georgia,2016,1540,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Georgia,2017,1555,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Georgia,2018,1586,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Georgia,2019,1606,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Georgia,2020,1619,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Georgia,2021,1680,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Georgia,2022,1513,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Georgia,2023,1603,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Croatia,2014,1839,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Croatia,2015,1778,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Croatia,2016,1868,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Croatia,2017,1890,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Croatia,2018,1969,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Croatia,2019,2008,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Croatia,2020,1937,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Croatia,2021,2056,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Croatia,2022,1742,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Croatia,2023,1727,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Hungary,2014,4882,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Hungary,2015,4840,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Hungary,2016,4862,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Hungary,2017,4777,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Hungary,2018,4473,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Hungary,2019,4495,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Hungary,2020,4618,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Hungary,2021,4769,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Hungary,2022,4257,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Hungary,2023,4446,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Ireland,2014,4918,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Ireland,2015,4906,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Ireland,2016,4891,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Ireland,2017,4885,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Ireland,2018,4841,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Ireland,2019,4617,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Ireland,2020,4307,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Ireland,2021,4935,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Ireland,2022,4368,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Ireland,2023,4293,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Iceland,2014,208,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Iceland,2015,200,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Iceland,2016,196,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Iceland,2017,192,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Iceland,2018,187,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Iceland,2019,209,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Iceland,2020,208,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Iceland,2021,193,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Iceland,2022,203,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Iceland,2023,203,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Italy,2014,32215,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Italy,2015,30524,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Italy,2016,30078,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Italy,2017,29623,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Italy,2018,28365,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Italy,2019,27503,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Italy,2020,26872,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Italy,2021,27136,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Italy,2022,25852,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Italy,2023,26223,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Liechtenstein,2020,25,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Liechtenstein,2021,26,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Liechtenstein,2022,26,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Liechtenstein,2023,31,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Lithuania,2014,1033,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Lithuania,2015,1156,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Lithuania,2016,1070,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Lithuania,2017,1062,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Lithuania,2018,1194,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Lithuania,2019,1138,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Lithuania,2020,1098,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Lithuania,2021,1163,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Lithuania,2022,1175,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Lithuania,2023,1136,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Luxembourg,2014,402,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Luxembourg,2015,405,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Luxembourg,2016,419,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Luxembourg,2017,400,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Luxembourg,2018,410,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Luxembourg,2019,447,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Luxembourg,2020,438,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Luxembourg,2021,467,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Luxembourg,2022,433,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Luxembourg,2023,451,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Latvia,2014,861,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Latvia,2015,889,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Latvia,2016,909,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Latvia,2017,947,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Latvia,2018,853,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Latvia,2019,925,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Latvia,2020,877,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Latvia,2021,878,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Latvia,2022,939,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Latvia,2023,839,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Moldova,2014,981,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Moldova,2015,991,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Moldova,2016,996,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Moldova,2017,1006,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Moldova,2018,1067,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Moldova,2019,1163,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Moldova,2020,1148,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Moldova,2021,1122,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Moldova,2022,1190,p,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Moldova,2023,1039,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Montenegro,2020,324,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Montenegro,2021,328,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Montenegro,2022,351,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Montenegro,2023,350,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,North Macedonia,2014,712,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,North Macedonia,2015,736,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,North Macedonia,2016,812,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,North Macedonia,2017,803,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,North Macedonia,2018,840,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,North Macedonia,2019,740,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,North Macedonia,2020,719,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,North Macedonia,2021,689,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,North Macedonia,2022,755,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,North Macedonia,2023,672,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Malta,2014,213,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Malta,2015,207,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Malta,2016,223,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Malta,2017,218,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Malta,2018,264,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Malta,2019,249,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Malta,2020,266,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Malta,2021,272,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Malta,2022,291,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Malta,2023,311,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Netherlands,2014,9103,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Netherlands,2015,9251,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Netherlands,2016,9617,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Netherlands,2017,9457,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Netherlands,2018,9420,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Netherlands,2019,9598,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Netherlands,2020,9720,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Netherlands,2021,10909,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Netherlands,2022,10148,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Netherlands,2023,10091,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Norway,2014,2852,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Norway,2015,2858,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Norway,2016,2889,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Norway,2017,2854,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Norway,2018,2656,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Norway,2019,2820,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Norway,2020,2859,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Norway,2021,3102,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Norway,2022,2968,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Norway,2023,3112,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Poland,2014,14241,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Poland,2015,14736,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Poland,2016,15737,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Poland,2017,17451,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Poland,2018,18272,be,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Poland,2019,18517,,
ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),01/04/25 23:00:00,Annual,Number,35 years,Total,Poland,2020,17610,,
